ax,ay,az,qw,qx,qy,qz,u_prev,v_prev,w_prev,u,v,w
0.00493816,-0.0166847,-9.80242,0.99735004,-0.00707671,-0.00156668,0.072390504,0.238035,0.00771147,-2.49811e-08,0.238035,0.00771348,-2.42366e-08
-0.012077,-0.00436687,-9.79456,0.99736416,-0.0070798113,-0.0015687703,0.072194815,0.238035,0.00771348,-2.42366e-08,0.238035,0.00771554,-2.36095e-08
0.00278713,-0.0245144,-9.8159,0.99737877,-0.007079358,-0.0015687996,0.07199318,0.238035,0.00771554,-2.36095e-08,0.238035,0.00771764,-2.31231e-08
-0.022781,-0.0195049,-9.82295,0.9973927,-0.007079708,-0.0015697995,0.07179968,0.238035,0.00771764,-2.31231e-08,0.238034,0.00771979,-2.27901e-08
-0.00732889,-0.00177,-9.82387,0.9974069,-0.0070799696,-0.0015692499,0.0716019,0.238034,0.00771979,-2.27901e-08,0.238034,0.00772198,-2.26132e-08
-0.00406432,-0.0185735,-9.81184,0.99742085,-0.007085819,-0.0015653297,0.071407385,0.238034,0.00772198,-2.26132e-08,0.238034,0.00772421,-2.25855e-08
-0.00235291,-0.00286896,-9.8042,0.99743533,-0.007081562,-0.0015658406,0.071205124,0.238034,0.00772421,-2.25855e-08,0.238034,0.00772648,-2.26922e-08
-0.0114337,-0.00510478,-9.8201,0.99744946,-0.007082703,-0.0015646107,0.07100693,0.238034,0.00772648,-2.26922e-08,0.238033,0.00772878,-2.29114e-08
0.00611525,-0.0185701,-9.81584,0.9974637,-0.007090428,-0.0015631296,0.07080558,0.238033,0.00772878,-2.29114e-08,0.238033,0.00773111,-2.32158e-08
0.00585624,-0.0147053,-9.81247,0.99747753,-0.0070906766,-0.0015617292,0.070610665,0.238033,0.00773111,-2.32158e-08,0.238033,0.0077335,-2.32017e-08
-0.00158569,-0.00249064,-9.81601,0.99749124,-0.007093282,-0.0015661704,0.07041622,0.238033,0.0077335,-2.32017e-08,0.238033,0.00773593,-2.29992e-08
-0.00606153,0.0124815,-9.81214,0.9975052,-0.0070896414,-0.0015660003,0.070218615,0.238033,0.00773593,-2.29992e-08,0.238032,0.00773841,-2.27301e-08
-0.0204703,-0.026359,-9.81582,0.99751866,-0.0070955274,-0.0015687394,0.07002678,0.238032,0.00773841,-2.27301e-08,0.238032,0.00774094,-2.25041e-08
-0.0122158,-0.0132283,-9.80757,0.9975323,-0.007097442,-0.0015653305,0.06983152,0.238032,0.00774094,-2.25041e-08,0.238032,0.00774353,-2.24163e-08
-0.00317342,-0.0114597,-9.82215,0.9975461,-0.0070964606,-0.0015638401,0.0696351,0.238032,0.00774353,-2.24163e-08,0.238032,0.00774618,-2.25447e-08
0.00349707,-0.0206349,-9.80703,0.9975594,-0.0071009034,-0.0015558607,0.069442734,0.238032,0.00774618,-2.25447e-08,0.238032,0.00774888,-2.29494e-08
-0.00253918,-0.0233777,-9.80684,0.99757326,-0.007093852,-0.0015553604,0.06924502,0.238032,0.00774888,-2.29494e-08,0.238031,0.00775164,-2.3672e-08
0.0022958,-0.00758764,-9.81665,0.99758697,-0.00709613,-0.00155962,0.0690466,0.238031,0.00775164,-2.3672e-08,0.238031,0.00775446,-2.47357e-08
0.0205725,-0.00755341,-9.82296,0.9976006,-0.007096717,-0.0015528394,0.06884977,0.238031,0.00775446,-2.47357e-08,0.238031,0.00775733,-2.61464e-08
-0.0146432,0.00150044,-9.80506,0.9976143,-0.0070953523,-0.0015483105,0.06865033,0.238031,0.00775733,-2.61464e-08,0.238031,0.00776025,-2.80381e-08
0.0112085,-0.0237197,-9.79844,0.99762785,-0.007095059,-0.0015491997,0.06845419,0.238031,0.00776025,-2.80381e-08,0.238031,0.0077632,-3.03172e-08
0.00284005,-0.0274233,-9.81542,0.99764144,-0.0070970533,-0.0015453508,0.06825503,0.238031,0.0077632,-3.03172e-08,0.23803,0.00776619,-3.28812e-08
-0.00321782,0.0049227,-9.81027,0.997655,-0.0071047796,-0.0015413099,0.0680569,0.23803,0.00776619,-3.28812e-08,0.23803,0.00776921,-3.56228e-08
0.00229207,-0.0227029,-9.80331,0.9976683,-0.0071034823,-0.0015438705,0.06786082,0.23803,0.00776921,-3.56228e-08,0.23803,0.00777224,-3.84343e-08
0.0188928,-0.0119958,-9.79824,0.9976814,-0.007107563,-0.0015463306,0.06766783,0.23803,0.00777224,-3.84343e-08,0.23803,0.00777528,-4.12117e-08
0.00853603,-0.00687322,-9.81732,0.9976944,-0.007106173,-0.0015471906,0.067475826,0.23803,0.00777528,-4.12117e-08,0.23803,0.00777833,-4.38581e-08
0.00406507,0.00551006,-9.82256,0.99770766,-0.0071038175,-0.0015487395,0.06727958,0.23803,0.00777833,-4.38581e-08,0.23803,0.00778137,-4.62859e-08
0.010561,-0.0111171,-9.81035,0.99772114,-0.007099961,-0.0015516103,0.06707961,0.23803,0.00778137,-4.62859e-08,0.238029,0.0077844,-4.842e-08
0.00879771,-0.0026305,-9.81915,0.99773425,-0.0071038315,-0.0015483603,0.066884615,0.238029,0.0077844,-4.842e-08,0.238029,0.00778741,-5.01986e-08
0.000485175,-0.00902243,-9.81634,0.9977476,-0.0071075475,-0.0015482794,0.06668417,0.238029,0.00778741,-5.01986e-08,0.238029,0.00779039,-5.15737e-08
-0.00881342,-0.0295423,-9.7817,0.9977605,-0.0071085934,-0.0015492807,0.06649153,0.238029,0.00779039,-5.15737e-08,0.238029,0.00779334,-5.2514e-08
0.0179732,-0.0199729,-9.81427,0.99777323,-0.0071111117,-0.0015482904,0.06629981,0.238029,0.00779334,-5.2514e-08,0.238029,0.00779626,-5.30029e-08
0.00115362,-0.00352103,-9.80977,0.9977863,-0.007115062,-0.0015444604,0.066102415,0.238029,0.00779626,-5.30029e-08,0.238029,0.00779913,-5.30383e-08
0.000746256,-0.014325,-9.81798,0.9977989,-0.0071154493,-0.0015453699,0.06591109,0.238029,0.00779913,-5.30383e-08,0.238029,0.00780197,-5.26318e-08
-0.0149038,-0.0118784,-9.80425,0.99781156,-0.007116897,-0.0015440293,0.06571957,0.238029,0.00780197,-5.26318e-08,0.238029,0.00780476,-5.18069e-08
-0.00110617,-0.0306452,-9.79488,0.99782443,-0.007119553,-0.0015415306,0.06552373,0.238029,0.00780476,-5.18069e-08,0.238029,0.0078075,-5.0598e-08
-0.0131487,-0.00711273,-9.82066,0.9978375,-0.0071174433,-0.0015372108,0.06532513,0.238029,0.0078075,-5.0598e-08,0.238029,0.00781019,-4.90482e-08
0.0121108,-0.0171808,-9.80871,0.99785006,-0.00712106,-0.00153451,0.0651325,0.238029,0.00781019,-4.90482e-08,0.238029,0.00781283,-4.7208e-08
-0.00520297,0.00448573,-9.79758,0.99786246,-0.0071210633,-0.0015360507,0.06494163,0.238029,0.00781283,-4.7208e-08,0.238029,0.00781542,-4.51328e-08
0.00948585,-0.0392106,-9.8198,0.99787486,-0.0071284287,-0.0015338197,0.06475069,0.238029,0.00781542,-4.51328e-08,0.238029,0.00781796,-4.292e-08
-0.00680624,-0.00187621,-9.82298,0.99788743,-0.007122973,-0.0015328607,0.06455663,0.238029,0.00781796,-4.292e-08,0.238029,0.00782044,-4.05859e-08
0.00764474,-0.00996165,-9.81512,0.99790007,-0.0071244705,-0.0015320102,0.0643611,0.238029,0.00782044,-4.05859e-08,0.238029,0.00782285,-3.81476e-08
0.0025834,-0.0163938,-9.81903,0.99791265,-0.0071239173,-0.0015252294,0.064166375,0.238029,0.00782285,-3.81476e-08,0.238029,0.00782521,-3.56237e-08
-0.00214287,-0.0153793,-9.79719,0.9979252,-0.0071248016,-0.0015211604,0.06396992,0.238029,0.00782521,-3.56237e-08,0.238029,0.0078275,-3.30347e-08
0.0137934,-0.0200252,-9.81208,0.9979377,-0.007121238,-0.0015193896,0.06377568,0.238029,0.0078275,-3.30347e-08,0.238029,0.00782972,-3.04029e-08
0.00383678,-0.0172307,-9.78197,0.9979498,-0.0071169385,-0.0015129397,0.06358649,0.238029,0.00782972,-3.04029e-08,0.238029,0.00783188,-2.77528e-08
-0.000456575,-0.0125501,-9.80589,0.9979622,-0.0071171816,-0.0015166303,0.06339161,0.238029,0.00783188,-2.77528e-08,0.238029,0.00783398,-2.51108e-08
0.01306,-0.0108655,-9.81264,0.9979795,-0.007054227,-0.0014945093,0.06312567,0.238029,0.00783398,-2.51108e-08,0.238029,0.00783601,-2.25046e-08
0.00216116,-0.0070812,-9.79791,0.9979917,-0.007054608,-0.0014926796,0.06293328,0.238029,0.00783601,-2.25046e-08,0.238029,0.00783797,-1.99633e-08
0.00295311,-0.0114823,-9.8288,0.9980037,-0.007052918,-0.0014886396,0.06274238,0.238029,0.00783797,-1.99633e-08,0.238029,0.00783988,-1.74596e-08
0.00173856,-0.0152235,-9.81733,0.99801594,-0.0070568994,-0.0014875599,0.06254769,0.238029,0.00783988,-1.74596e-08,0.238029,0.00784174,-1.50865e-08
-0.0035769,-0.000834077,-9.80798,0.9980278,-0.0070562987,-0.0014791997,0.06235759,0.238029,0.00784174,-1.50865e-08,0.238029,0.00784355,-1.29348e-08
-0.0131806,0.0154234,-9.80825,0.9980398,-0.0070583583,-0.0014736097,0.062166184,0.238029,0.00784355,-1.29348e-08,0.238029,0.00784531,-1.10892e-08
0.0183415,-0.0162303,-9.813,0.99805224,-0.0070641013,-0.0014694103,0.061965514,0.238029,0.00784531,-1.10892e-08,0.238029,0.00784704,-9.62609e-09
-0.0192355,-0.0231201,-9.80242,0.9980637,-0.0070664776,-0.0014647095,0.06178048,0.238029,0.00784704,-9.62609e-09,0.238029,0.00784874,-8.61041e-09
-0.011395,-0.000887667,-9.81154,0.99807566,-0.007064988,-0.0014621295,0.061586183,0.238029,0.00784874,-8.61041e-09,0.238029,0.00785041,-8.09424e-09
0.0155711,-0.0160702,-9.78863,0.9980878,-0.007066549,-0.0014554097,0.061389588,0.238029,0.00785041,-8.09424e-09,0.238029,0.00785205,-8.11551e-09
-0.00714897,-0.0196737,-9.78755,0.9980999,-0.0070659793,-0.0014551198,0.061192695,0.238029,0.00785205,-8.11551e-09,0.23803,0.00785367,-8.69744e-09
0.0112917,-0.0289214,-9.81973,0.9981116,-0.0070668273,-0.0014521694,0.061001476,0.23803,0.00785367,-8.69744e-09,0.23803,0.00785528,-9.84851e-09
0.00593061,-0.025774,-9.79898,0.9981234,-0.007066343,-0.0014494907,0.060807824,0.23803,0.00785528,-9.84851e-09,0.23803,0.00785687,-1.15444e-08
-0.00732923,-0.0184676,-9.81327,0.9981353,-0.007070252,-0.0014510604,0.06061212,0.23803,0.00785687,-1.15444e-08,0.23803,0.00785844,-1.37813e-08
-0.00457117,-0.0131222,-9.8011,0.998147,-0.0070669004,-0.00145233,0.0604191,0.23803,0.00785844,-1.37813e-08,0.23803,0.00786001,-1.65427e-08
-0.00752877,-0.00866596,-9.82662,0.99815893,-0.00706092,-0.0014518199,0.060222298,0.23803,0.00786001,-1.65427e-08,0.23803,0.00786156,-1.98004e-08
-0.0122193,-0.008512,-9.83366,0.9981706,-0.0070520574,-0.0014509994,0.060029875,0.23803,0.00786156,-1.98004e-08,0.238031,0.00786311,-2.35154e-08
0.00313166,0.00184138,-9.83981,0.9981819,-0.0070552193,-0.0014511398,0.059841596,0.238031,0.00786311,-2.35154e-08,0.238031,0.00786465,-2.76394e-08
0.000811467,-0.0182135,-9.82227,0.99819374,-0.007057148,-0.0014502896,0.059643883,0.238031,0.00786465,-2.76394e-08,0.238031,0.00786617,-3.21166e-08
-0.00249666,0.00530163,-9.81547,0.99820536,-0.007054162,-0.0014457505,0.05944952,0.238031,0.00786617,-3.21166e-08,0.238031,0.00786769,-3.68855e-08
0.0103544,-0.0140054,-9.79071,0.99821675,-0.0070491983,-0.0014421997,0.059257988,0.238031,0.00786769,-3.68855e-08,0.238031,0.00786919,-4.18804e-08
0.00676774,-0.022758,-9.81661,0.99822813,-0.007049691,-0.0014397302,0.059066705,0.238031,0.00786919,-4.18804e-08,0.238031,0.00787067,-4.70334e-08
0.0116915,-0.0095943,-9.81351,0.9982398,-0.0070468686,-0.0014338797,0.05886889,0.238031,0.00787067,-4.70334e-08,0.238032,0.00787215,-5.22228e-08
-0.00705224,-0.0113102,-9.81457,0.99825114,-0.007050791,-0.0014332102,0.05867621,0.238032,0.00787215,-5.22228e-08,0.238032,0.00787361,-5.7423e-08
0.00310122,-0.0110334,-9.81546,0.9982621,-0.007047841,-0.0014238202,0.058490105,0.238032,0.00787361,-5.7423e-08,0.238032,0.00787506,-6.26098e-08
0.00245413,-0.0045718,-9.80897,0.998273,-0.0070436504,-0.0014282501,0.0583034,0.238032,0.00787506,-6.26098e-08,0.238032,0.0078765,-6.77596e-08
-0.0117897,-0.00877254,-9.81403,0.99828434,-0.0070500127,-0.0014260706,0.058108423,0.238032,0.0078765,-6.77596e-08,0.238033,0.00787793,-7.28489e-08
0.0173639,-0.003748,-9.82155,0.9982957,-0.007045738,-0.0014316896,0.057913084,0.238033,0.00787793,-7.28489e-08,0.238033,0.00787935,-7.78547e-08
0.0120669,-0.00148146,-9.81271,0.99830705,-0.0070490404,-0.0014340101,0.057717204,0.238033,0.00787935,-7.78547e-08,0.238033,0.00788075,-8.27537e-08
-0.0146377,-0.0110691,-9.82925,0.9983183,-0.007055472,-0.0014292104,0.05752162,0.238033,0.00788075,-8.27537e-08,0.238033,0.00788214,-8.75229e-08
-0.0247397,0.00272768,-9.78273,0.99832916,-0.007053991,-0.0014269901,0.057333607,0.238033,0.00788214,-8.75229e-08,0.238034,0.00788351,-9.21392e-08
-0.0224061,0.0106731,-9.8053,0.99833995,-0.0070514097,-0.0014246299,0.0571449,0.238034,0.00788351,-9.21392e-08,0.238034,0.00788486,-9.65802e-08
-0.00119801,-0.00678863,-9.81289,0.99835086,-0.007054329,-0.0014216799,0.056953993,0.238034,0.00788486,-9.65802e-08,0.238034,0.0078862,-1.00839e-07
0.00632268,0.000119391,-9.82168,0.9983615,-0.0070531666,-0.0014192193,0.056767073,0.238034,0.0078862,-1.00839e-07,0.238034,0.00788752,-1.04882e-07
0.0342533,0.0108289,-9.81387,0.99837244,-0.007052393,-0.0014168706,0.056574825,0.238034,0.00788752,-1.04882e-07,0.238035,0.00788882,-1.08673e-07
0.00718999,-0.00382695,-9.79964,0.99838346,-0.007057493,-0.0014069807,0.056380026,0.238035,0.00788882,-1.08673e-07,0.238035,0.00789009,-1.12182e-07
-0.00456061,0.0163132,-9.79341,0.9983944,-0.007050793,-0.0014069506,0.056185726,0.238035,0.00789009,-1.12182e-07,0.238035,0.00789133,-1.15382e-07
0.0149908,-0.0198637,-9.8379,0.9984051,-0.0070473407,-0.0014067502,0.055996507,0.238035,0.00789133,-1.15382e-07,0.238036,0.00789255,-1.18248e-07
0.00955319,-0.00861328,-9.82599,0.99841624,-0.007049872,-0.0014068704,0.055796716,0.238036,0.00789255,-1.18248e-07,0.238036,0.00789373,-1.20761e-07
0.00763683,-0.0241035,-9.81273,0.9984271,-0.0070570507,-0.00140356,0.055602305,0.238036,0.00789373,-1.20761e-07,0.238036,0.00789488,-1.22906e-07
-0.0147436,-0.00325566,-9.81228,0.99843746,-0.007057783,-0.0014020606,0.055415224,0.238036,0.00789488,-1.22906e-07,0.238036,0.007896,-1.24675e-07
0.028282,-0.0247525,-9.81493,0.9984483,-0.007059792,-0.0014001804,0.055219218,0.238036,0.007896,-1.24675e-07,0.238037,0.00789709,-1.26062e-07
-0.0203867,-0.00787142,-9.81582,0.9984588,-0.0070554186,-0.0014020797,0.05503019,0.238037,0.00789709,-1.26062e-07,0.238037,0.00789816,-1.26643e-07
0.00139923,-0.00816928,-9.80859,0.99846923,-0.0070579313,-0.0013995703,0.054840412,0.238037,0.00789816,-1.26643e-07,0.238037,0.00789924,-1.26651e-07
0.0120436,0.00413182,-9.7994,0.9984798,-0.007054819,-0.0013946898,0.05464749,0.238037,0.00789924,-1.26651e-07,0.238038,0.00790032,-1.26315e-07
0.00744728,0.00309984,-9.8028,0.9984904,-0.0070576626,-0.0013933405,0.05445392,0.238038,0.00790032,-1.26315e-07,0.238038,0.00790143,-1.2585e-07
-0.010582,0.00146069,-9.82445,0.9985011,-0.0070524407,-0.0013943001,0.054257005,0.238038,0.00790143,-1.2585e-07,0.238038,0.00790256,-1.25448e-07
0.00672028,-0.0240067,-9.82813,0.9985115,-0.0070553636,-0.0013931007,0.054065526,0.238038,0.00790256,-1.25448e-07,0.238039,0.00790373,-1.25277e-07
-0.000995037,0.00753366,-9.79784,0.99852216,-0.007056251,-0.0013855902,0.053868707,0.238039,0.00790373,-1.25277e-07,0.238039,0.00790494,-1.25472e-07
0.003235,-0.00227611,-9.80706,0.99853253,-0.0070576663,-0.0013893893,0.053675774,0.238039,0.00790494,-1.25472e-07,0.238039,0.0079062,-1.26139e-07
-0.00691274,-0.0264742,-9.80114,0.9985393,-0.006987262,-0.0013742504,0.053558417,0.238039,0.0079062,-1.26139e-07,0.23804,0.00790752,-1.2735e-07
0.0181337,-0.0153876,-9.79822,0.9985496,-0.006988767,-0.0013734194,0.053366877,0.23804,0.00790752,-1.2735e-07,0.23804,0.0079089,-1.29144e-07
0.000968379,-0.00688671,-9.80558,0.9985598,-0.0069885184,-0.0013673597,0.053176086,0.23804,0.0079089,-1.29144e-07,0.23804,0.00791033,-1.31659e-07
-0.0107271,0.00499564,-9.81563,0.99856985,-0.006991909,-0.0013695398,0.05298579,0.23804,0.00791033,-1.31659e-07,0.238041,0.00791181,-1.34809e-07
0.00200409,-0.0194316,-9.82307,0.99858016,-0.0069951615,-0.0013649403,0.05279031,0.238041,0.00791181,-1.34809e-07,0.238041,0.00791334,-1.38481e-07
-0.00717379,-0.0345424,-9.81893,0.99859035,-0.0069969427,-0.0013640805,0.05259702,0.238041,0.00791334,-1.38481e-07,0.238041,0.00791491,-1.42548e-07
0.0119444,0.0132733,-9.80562,0.99860054,-0.0069971965,-0.0013675593,0.052403975,0.238041,0.00791491,-1.42548e-07,0.238042,0.00791651,-1.46873e-07
0.00155267,-0.00841416,-9.82365,0.99861056,-0.0069952267,-0.0013686793,0.052212976,0.238042,0.00791651,-1.46873e-07,0.238042,0.00791815,-1.51313e-07
-0.00844334,-0.00562936,-9.79533,0.99862057,-0.006987967,-0.0013689394,0.052021977,0.238042,0.00791815,-1.51313e-07,0.238042,0.0079198,-1.55725e-07
0.00376494,-0.0251035,-9.81198,0.9986306,-0.0069964174,-0.0013611994,0.05182778,0.238042,0.0079198,-1.55725e-07,0.238043,0.00792146,-1.59971e-07
0.00292147,-0.00925993,-9.80043,0.99864006,-0.0070019304,-0.0013641001,0.051643904,0.238043,0.00792146,-1.59971e-07,0.238043,0.00792313,-1.63924e-07
0.0218267,-0.0107212,-9.80015,0.9986498,-0.0070009786,-0.0013650397,0.05145649,0.238043,0.00792313,-1.63924e-07,0.238044,0.00792479,-1.67467e-07
-0.00705085,-0.0207655,-9.79275,0.9986593,-0.0070033423,-0.0013700405,0.051270016,0.238044,0.00792479,-1.67467e-07,0.238044,0.00792643,-1.70549e-07
0.00252367,-0.00705455,-9.81104,0.99866915,-0.007010241,-0.0013653901,0.051077805,0.238044,0.00792643,-1.70549e-07,0.238044,0.00792805,-1.73045e-07
-0.00167691,-0.00378391,-9.81349,0.998679,-0.00700776,-0.00136158,0.0508853,0.238044,0.00792805,-1.73045e-07,0.238045,0.00792962,-1.74852e-07
0.00757624,0.00700469,-9.81489,0.99868876,-0.0070117284,-0.0013616497,0.050692588,0.238045,0.00792962,-1.74852e-07,0.238045,0.00793114,-1.75889e-07
-0.000949711,-0.0226028,-9.80556,0.99869865,-0.0070116073,-0.0013602995,0.050497882,0.238045,0.00793114,-1.75889e-07,0.238046,0.00793262,-1.76099e-07
0.00260469,-0.00475879,-9.80781,0.9987081,-0.007007941,-0.0013599802,0.05031001,0.238046,0.00793262,-1.76099e-07,0.238046,0.00793402,-1.7545e-07
-0.00545295,-0.00819389,-9.81487,0.9987175,-0.0070046866,-0.0013604594,0.050124075,0.238046,0.00793402,-1.7545e-07,0.238047,0.00793537,-1.73933e-07
-0.00202942,0.0125722,-9.80071,0.9987268,-0.0069997786,-0.0013633197,0.04993949,0.238047,0.00793537,-1.73933e-07,0.238047,0.00793664,-1.71563e-07
-0.00979709,-0.00113569,-9.79072,0.99873626,-0.0070020915,-0.0013653303,0.049749613,0.238047,0.00793664,-1.71563e-07,0.238048,0.00793784,-1.68374e-07
-0.00730993,-0.0165776,-9.83694,0.9987457,-0.0070031676,-0.0013682095,0.049559984,0.238048,0.00793784,-1.68374e-07,0.238048,0.00793896,-1.64421e-07
-0.0013444,0.00275673,-9.81029,0.99875486,-0.0070092287,-0.0013665898,0.04937389,0.238048,0.00793896,-1.64421e-07,0.238049,0.00794002,-1.59664e-07
0.000974608,-0.0256427,-9.82541,0.9987644,-0.0070068226,-0.0013690805,0.04918032,0.238049,0.00794002,-1.59664e-07,0.238049,0.00794103,-1.54273e-07
-0.0120519,-0.0174101,-9.7991,0.99877363,-0.007008448,-0.0013632695,0.048991885,0.238049,0.00794103,-1.54273e-07,0.238049,0.00794198,-1.48427e-07
0.00678562,-0.0327933,-9.81446,0.99878323,-0.0070111416,-0.0013633603,0.04879621,0.238049,0.00794198,-1.48427e-07,0.23805,0.00794288,-1.42302e-07
0.00615136,0.0162942,-9.79719,0.9987927,-0.007013158,-0.0013586796,0.048601884,0.23805,0.00794288,-1.42302e-07,0.23805,0.00794374,-1.36069e-07
0.0196498,-0.00932567,-9.82287,0.99880195,-0.0070098797,-0.0013589599,0.0484113,0.23805,0.00794374,-1.36069e-07,0.238051,0.00794457,-1.29888e-07
0.0114219,0.00595251,-9.80893,0.99881095,-0.0070065698,-0.0013538899,0.0482261,0.238051,0.00794457,-1.29888e-07,0.238052,0.00794538,-1.23904e-07
-0.031412,-0.0228709,-9.80286,0.99882007,-0.0070086005,-0.0013569201,0.048036702,0.238052,0.00794538,-1.23904e-07,0.238052,0.00794617,-1.18242e-07
-0.0193584,-0.0190314,-9.81351,0.9988291,-0.007008471,-0.0013517202,0.047847707,0.238052,0.00794617,-1.18242e-07,0.238053,0.00794694,-1.13007e-07
0.0106935,-0.0262767,-9.82247,0.998838,-0.00700642,-0.00134655,0.0476631,0.238053,0.00794694,-1.13007e-07,0.238053,0.00794771,-1.08282e-07
0.0118412,0.000447323,-9.82108,0.9988469,-0.0070118792,-0.0013399998,0.047476094,0.238053,0.00794771,-1.08282e-07,0.238054,0.00794846,-1.04184e-07
0.00805404,-0.0259392,-9.8102,0.99885553,-0.0070182066,-0.0013401494,0.047292177,0.238054,0.00794846,-1.04184e-07,0.238054,0.0079492,-1.00696e-07
0.0297073,-0.0105547,-9.82222,0.9988645,-0.007023353,-0.0013418806,0.047102623,0.238054,0.0079492,-1.00696e-07,0.238055,0.00794992,-9.77848e-08
-0.00627558,-0.0313493,-9.81165,0.9988734,-0.0070265527,-0.0013381905,0.04691202,0.238055,0.00794992,-9.77848e-08,0.238055,0.00795064,-9.53989e-08
0.00908971,-0.0213415,-9.81935,0.9988821,-0.0070252307,-0.0013396001,0.046727203,0.238055,0.00795064,-9.53989e-08,0.238056,0.00795133,-9.3477e-08
0.0041825,-0.00668341,-9.8043,0.99889076,-0.0070244484,-0.0013320197,0.046541687,0.238056,0.00795133,-9.3477e-08,0.238056,0.007952,-9.19498e-08
0.0425079,0.00364507,-9.83394,0.9988996,-0.007027177,-0.0013304094,0.04635188,0.238056,0.007952,-9.19498e-08,0.238057,0.00795265,-9.07442e-08
-0.00452533,-0.0291116,-9.80612,0.9989083,-0.0070312317,-0.0013276404,0.04616361,0.238057,0.00795265,-9.07442e-08,0.238058,0.00795327,-8.97861e-08
-0.0146386,-0.0167807,-9.8058,0.998917,-0.0070387097,-0.00132182,0.045973998,0.238058,0.00795327,-8.97861e-08,0.238058,0.00795386,-8.90037e-08
-0.00890805,-0.0139334,-9.80254,0.9989256,-0.0070445174,-0.0013149295,0.045784984,0.238058,0.00795386,-8.90037e-08,0.238059,0.00795441,-8.83295e-08
0.0137428,-0.0123746,-9.80137,0.9989344,-0.007043203,-0.0013132305,0.045593116,0.238059,0.00795441,-8.83295e-08,0.238059,0.00795493,-8.75098e-08
-0.0161824,0.00355168,-9.8036,0.998943,-0.0070423796,-0.0013066899,0.0454054,0.238059,0.00795493,-8.75098e-08,0.23806,0.00795544,-8.66325e-08
-0.000196663,-0.00185157,-9.79002,0.9989516,-0.0070434273,-0.0013060895,0.045214582,0.23806,0.00795544,-8.66325e-08,0.238061,0.00795594,-8.57883e-08
-0.00855089,-0.0325079,-9.80278,0.9989601,-0.0070428904,-0.0013061501,0.045027204,0.238061,0.00795594,-8.57883e-08,0.238061,0.00795642,-8.50662e-08
0.00742175,-0.0253956,-9.80737,0.99896854,-0.007040837,-0.0013088594,0.044838782,0.238061,0.00795642,-8.50662e-08,0.238062,0.0079569,-8.45489e-08
0.00669103,-0.0196303,-9.78738,0.9989769,-0.0070357593,-0.0013095299,0.044654194,0.238062,0.0079569,-8.45489e-08,0.238062,0.00795738,-8.431e-08
-0.0168339,0.0139361,-9.83172,0.99898547,-0.0070289033,-0.0013022606,0.04446312,0.238062,0.00795738,-8.431e-08,0.238063,0.00795785,-8.44108e-08
-0.0236391,-0.0113668,-9.83247,0.99899375,-0.007023708,-0.0012987197,0.044277687,0.238063,0.00795785,-8.44108e-08,0.238064,0.00795834,-8.48991e-08
0.00388647,-0.0244042,-9.80832,0.9989948,-0.006953969,-0.0012879298,0.044263594,0.238064,0.00795834,-8.48991e-08,0.238064,0.00795883,-8.58071e-08
0.00472541,-0.00957512,-9.81307,0.9990029,-0.0069584893,-0.0012842598,0.044081096,0.238064,0.00795883,-8.58071e-08,0.238065,0.00795934,-8.71517e-08
0.0226905,-0.00678661,-9.80473,0.9990111,-0.0069636307,-0.0012851601,0.043894004,0.238065,0.00795934,-8.71517e-08,0.238066,0.00795984,-8.90405e-08
-0.0116998,0.00611698,-9.8081,0.99901944,-0.0069685634,-0.0012835106,0.043702222,0.238066,0.00795984,-8.90405e-08,0.238066,0.00796034,-9.13664e-08
-0.0189734,-0.0316413,-9.82337,0.9990276,-0.0069689574,-0.0012861595,0.043515485,0.238066,0.00796034,-9.13664e-08,0.238067,0.00796084,-9.40123e-08
0.0198147,0.0140747,-9.83192,0.99903554,-0.0069711166,-0.0012829595,0.04333278,0.238067,0.00796084,-9.40123e-08,0.238067,0.00796131,-9.68573e-08
0.0176478,-0.0108307,-9.81307,0.99904376,-0.0069684987,-0.0012832697,0.04314299,0.238067,0.00796131,-9.68573e-08,0.238068,0.00796177,-9.97809e-08
0.00269878,-0.00184131,-9.81907,0.9990516,-0.006967747,-0.0012801494,0.04296208,0.238068,0.00796177,-9.97809e-08,0.238069,0.0079622,-1.02668e-07
-0.00192309,0.00551821,-9.82715,0.9990599,-0.0069676396,-0.00127631,0.042767595,0.238069,0.0079622,-1.02668e-07,0.238069,0.0079626,-1.05411e-07
0.000873241,0.00488702,-9.80764,0.99906784,-0.006968279,-0.0012767598,0.042581696,0.238069,0.0079626,-1.05411e-07,0.23807,0.00796296,-1.07916e-07
-0.0109084,-0.0123707,-9.77705,0.99907565,-0.0069670575,-0.0012784096,0.042398486,0.23807,0.00796296,-1.07916e-07,0.238071,0.00796327,-1.10102e-07
-0.00827304,-0.0058581,-9.8018,0.99908376,-0.006967858,-0.0012804796,0.04220799,0.238071,0.00796327,-1.10102e-07,0.238072,0.00796353,-1.11903e-07
-0.0139021,-0.020862,-9.80266,0.9990918,-0.006961269,-0.0012727698,0.04201719,0.238072,0.00796353,-1.11903e-07,0.238072,0.00796377,-1.12885e-07
-0.0168951,-0.0437624,-9.80077,0.9990998,-0.0069645485,-0.0012669098,0.04182749,0.238072,0.00796377,-1.12885e-07,0.238073,0.00796399,-1.13252e-07
