ax,ay,az,qw,qx,qy,qz,vE,vN,vD
-0.00225704,0.0223281,-9.80959,0.40697804,-0.0061170105,-0.0008439551,0.9134171,-0.16027083,0.17947131,-0.0025181738
-0.00301661,-0.00375482,-9.8175,0.40698415,-0.006120452,-0.0008498503,0.9134143,-0.16027036,0.1794717,-0.0025185272
0.0133942,-0.00613458,-9.81174,0.40699312,-0.006121992,-0.00085489627,0.9134103,-0.16026945,0.17947385,-0.0025182192
-0.00694629,-0.0111332,-9.81703,0.40700704,-0.0061270706,-0.00085547805,0.91340405,-0.16026594,0.17947695,-0.0025203265
-0.00510083,-0.00691807,-9.79915,0.40696794,-0.006216079,-0.00092797284,0.91342086,-0.16028275,0.17946157,-0.0025451672
-0.0106201,-0.0110317,-9.8142,0.40697607,-0.0062200213,-0.00092888117,0.91341716,-0.16028151,0.17946266,-0.0025467216
0.0117706,0.01593,-9.8051,0.406981,-0.00622122,-0.00092339097,0.91341496,-0.16028155,0.17946258,-0.0025483407
0.0106573,-0.0195463,-9.82072,0.4069961,-0.0062250514,-0.0009268192,0.9134082,-0.16027759,0.17946608,-0.0025493368
0.0122526,0.00387263,-9.80765,0.4070059,-0.0062280986,-0.00092786783,0.9134038,-0.16027571,0.17946774,-0.0025504676
-0.00287168,-0.0149968,-9.80158,0.40701407,-0.0062271613,-0.0009216752,0.9134002,-0.16027452,0.17946877,-0.0025512823
-0.0145502,0.0163415,-9.80881,0.40701985,-0.0062239077,-0.00092625665,0.91339767,-0.16027431,0.17946899,-0.002548958
-0.00249376,-0.00943621,-9.80063,0.40703005,-0.006222631,-0.0009245951,0.9133931,-0.16027234,0.17947073,-0.0025487258
-0.00672065,-0.0151062,-9.8031,0.40703496,-0.0062267995,-0.00093016087,0.9133909,-0.16027243,0.17947063,-0.0025494664
0.0217643,0.0122906,-9.8171,0.40703905,-0.0062246905,-0.00093170506,0.9133891,-0.16027291,0.17947021,-0.0025482476
0.00111677,0.00590416,-9.79609,0.40704313,-0.006221452,-0.0009368423,0.9133873,-0.16027339,0.17946981,-0.0025458236
-0.00811525,-4.74666e-06,-9.81876,0.40704885,-0.0062243077,-0.0009402117,0.9133847,-0.16027318,0.17946996,-0.0025464206
-0.017296,0.00411034,-9.82098,0.40705582,-0.0062238974,-0.0009422576,0.9133816,-0.1602732,0.17947128,-0.0025458534
0.00670283,-0.00218614,-9.81451,0.4070611,-0.0062266616,-0.00094256725,0.9133792,-0.16027316,0.17947128,-0.0025470147
-0.00214047,-0.00404907,-9.81081,0.40706924,-0.006230304,-0.0009457166,0.91337556,-0.160272,0.17947231,-0.0025479957
-0.0061867,0.000127011,-9.82595,0.4070709,-0.006230599,-0.0009451308,0.91337484,-0.16027337,0.17947106,-0.0025482562
-0.0252282,-0.00473157,-9.82478,0.40707907,-0.006230091,-0.0009516692,0.9133712,-0.1602722,0.17947212,-0.0025467465
-0.0141805,-0.00361346,-9.82105,0.407084,-0.00622738,-0.000955471,0.913369,-0.16027227,0.17947207,-0.0025448154
-0.0236416,0.0222012,-9.81293,0.407093,-0.00623057,-0.00095260795,0.91336495,-0.16027069,0.17947344,-0.0025467821
-0.00809919,0.00572401,-9.79384,0.40710402,-0.0062338603,-0.000954692,0.91336006,-0.16026828,0.17947558,-0.0025478126
0.00564484,-0.0209917,-9.8185,0.407111,-0.00622825,-0.000949524,0.91335696,-0.16026747,0.17947629,-0.002546375
-0.00651979,0.00200573,-9.81066,0.40711915,-0.0062300023,-0.00094809936,0.9133533,-0.16026613,0.17947747,-0.0025474275
0.00626286,0.018613,-9.79726,0.4071269,-0.006236769,-0.0009531048,0.9133498,-0.16026488,0.17947854,-0.0025494122
-0.00498725,-0.0116788,-9.82129,0.4071371,-0.0062434017,-0.00094877725,0.9133452,-0.16026266,0.17948048,-0.002553176
-0.0208298,-0.0139457,-9.81418,0.407151,-0.0062452103,-0.000947325,0.913339,-0.16025896,0.17948374,-0.0025542476
-0.00937556,-0.00809115,-9.82884,0.40716082,-0.0062472173,-0.0009494646,0.9133346,-0.16025686,0.1794856,-0.002554705
0.0123894,0.000731577,-9.81902,0.40716898,-0.00624704,-0.000951942,0.913331,-0.16025542,0.1794869,-0.0025541394
-0.00677877,0.00413797,-9.81293,0.40717188,-0.006244198,-0.0009535477,0.9133297,-0.16025603,0.17948635,-0.002552586
-0.00349896,0.0150279,-9.80849,0.40717885,-0.0062414072,-0.0009538676,0.9133266,-0.16025504,0.17948724,-0.0025513011
-0.00474318,0.00220592,-9.80135,0.40718618,-0.006234163,-0.00095086143,0.9133234,-0.16025391,0.17948827,-0.0025487172
-0.00624941,-0.00281332,-9.80478,0.40718907,-0.006230711,-0.00094833015,0.91332215,-0.16025452,0.17948774,-0.0025477123
-0.00945635,-0.00914608,-9.80643,0.40719804,-0.0062345606,-0.0009505531,0.9133181,-0.16025336,0.17949009,-0.0025489733
0.00896119,-0.00621089,-9.80375,0.40720707,-0.0062293108,-0.00095311116,0.9133141,-0.16025157,0.17949171,-0.002546164
0.00178518,0.0103985,-9.82815,0.40721318,-0.0062294328,-0.0009536614,0.9133114,-0.16025092,0.1794923,-0.0025461137
-0.0105895,0.00480182,-9.79614,0.407223,-0.00623286,-0.000953173,0.913307,-0.16024879,0.17949416,-0.0025477125
0.0110319,0.00924615,-9.79868,0.4072369,-0.0062360987,-0.0009528618,0.91330075,-0.16024508,0.17949744,-0.0025491866
-0.0169461,0.0123738,-9.82451,0.40724915,-0.0062334524,-0.00094914634,0.9132953,-0.16024207,0.17950012,-0.0025487526
-0.0007007,-0.013951,-9.82355,0.40725693,-0.006233169,-0.00094208284,0.9132919,-0.16024083,0.1795012,-0.0025500248
0.0199725,0.027382,-9.81861,0.40726593,-0.006234749,-0.0009393768,0.9132879,-0.16023913,0.1795027,-0.002551253
-0.0106745,-0.0186682,-9.83545,0.407277,-0.0062301597,-0.00093860494,0.91328293,-0.16023667,0.1795049,-0.002549388
-0.00633831,0.0122823,-9.79989,0.40729088,-0.0062329583,-0.00093633874,0.91327673,-0.1602331,0.17950806,-0.0025510557
0.000863756,0.00707504,-9.7929,0.40729904,-0.006229171,-0.00093893515,0.9132731,-0.16023181,0.17950922,-0.0025488837
-0.0045416,-0.0181955,-9.81221,0.40731418,-0.0062284027,-0.0009405344,0.91326636,-0.16022782,0.17951278,-0.0025482215
-0.0145898,0.00860139,-9.80957,0.40732688,-0.0062234383,-0.00094082975,0.91326076,-0.16022481,0.1795155,-0.002545979
0.00544158,0.00723681,-9.82065,0.40733996,-0.0062296293,-0.00094150886,0.91325486,-0.1602216,0.17951831,-0.0025485568
-0.0190115,-0.026859,-9.80822,0.40734893,-0.006233519,-0.0009446418,0.91325086,-0.16022003,0.1795197,-0.0025496476
-0.00227719,0.000461099,-9.81378,0.40736118,-0.0062345727,-0.0009403444,0.9132454,-0.1602172,0.1795222,-0.0025509542
0.0123497,0.0205135,-9.8101,0.40736896,-0.0062371492,-0.0009405829,0.91324186,-0.16021611,0.17952314,-0.0025520422
0.0203972,0.00792927,-9.80491,0.4073759,-0.0062366086,-0.00093827676,0.91323876,-0.16021536,0.1795238,-0.0025522655
0.00197998,-0.0100888,-9.80607,0.407389,-0.00623687,-0.00093953795,0.913233,-0.1602122,0.1795266,-0.0025521258
-0.00845951,-0.00458282,-9.81272,0.40748516,-0.0063264924,-0.0010124404,0.91318935,-0.16017582,0.1795587,-0.0025769144
0.000586943,-0.00410718,-9.82042,0.40748802,-0.0063270205,-0.00101332,0.91318804,-0.16017665,0.17955795,-0.0025769856
0.034762,0.00645279,-9.78934,0.407495,-0.00632981,-0.00101094,0.91318494,-0.1601765,0.17955938,-0.0025786955
0.00742038,-0.00287821,-9.82514,0.4075101,-0.006326142,-0.0010039302,0.9131782,-0.16017248,0.17956296,-0.002578459
0.004966,0.0136501,-9.83316,0.40752485,-0.0063244076,-0.0010014896,0.91317165,-0.16016856,0.17956644,-0.0025781696
0.0168652,-0.00911262,-9.81797,0.4075371,-0.006317232,-0.0010007103,0.9131662,-0.16016561,0.17956913,-0.002575168
-0.00594207,-0.0151803,-9.8122,0.4075461,-0.0063209212,-0.0010007102,0.91316223,-0.16016382,0.17957067,-0.0025767868
-0.0118378,0.00585311,-9.81532,0.4075551,-0.0063195713,-0.0010046902,0.9131582,-0.16016202,0.1795723,-0.0025754077
-0.0153493,0.0101015,-9.78796,0.40757105,-0.006315481,-0.0010059301,0.9131511,-0.16015741,0.17957643,-0.002573353
0.0155676,-0.0236164,-9.83068,0.40758696,-0.0063229995,-0.0010054599,0.91314393,-0.1601527,0.17958057,-0.002576731
-0.0240321,0.000284171,-9.81411,0.40759802,-0.0063249003,-0.000999731,0.913139,-0.16014989,0.17958304,-0.0025786895
0.00837974,0.00478099,-9.78722,0.40760618,-0.006323333,-0.0009942055,0.9131354,-0.16014816,0.17958458,-0.002579091
0.0120162,0.00298287,-9.8142,0.40761396,-0.0063230493,-0.0010001899,0.9131319,-0.16014653,0.17958604,-0.002577784
0.0227593,0.00548364,-9.79684,0.4076299,-0.006326088,-0.0010034197,0.91312474,-0.16014163,0.17959039,-0.0025784636
-0.0199978,0.00205474,-9.80841,0.40764415,-0.0063341823,-0.0009983634,0.91311836,-0.16013731,0.17959416,-0.0025830006
0.00687337,-0.0189932,-9.78923,0.40765685,-0.0063369675,-0.0009962076,0.91311264,-0.16013363,0.17959742,-0.0025846376
-0.00492392,2.80023e-05,-9.81097,0.40766707,-0.006333971,-0.0009934602,0.9131081,-0.16013095,0.17959982,-0.0025838583
0.0132936,-0.0179143,-9.80855,0.40768012,-0.006332022,-0.0009931984,0.9131023,-0.1601271,0.17960325,-0.0025830432
-0.0103484,0.0278059,-9.7867,0.40769693,-0.0063289288,-0.0009908428,0.9130948,-0.16012183,0.17960796,-0.0025821321
0.0025594,-0.005937,-9.84438,0.40771002,-0.00632781,-0.000993019,0.913089,-0.160118,0.17961138,-0.0025811999
0.00753094,0.0010279,-9.81114,0.40771982,-0.0063283774,-0.0009976956,0.9130846,-0.16011547,0.17961365,-0.0025805202
0.00108415,0.00899722,-9.80129,0.40772676,-0.0063319663,-0.0009914194,0.91308147,-0.16011406,0.17961484,-0.002583335
-0.00718352,-0.017393,-9.8092,0.4077431,-0.0063297213,-0.0009924562,0.9130742,-0.16010903,0.17961934,-0.002582128
-0.0081651,0.00823116,-9.79725,0.40774718,-0.0063313125,-0.0009974925,0.91307235,-0.16010883,0.17961952,-0.002581838
0.015552,-0.00925771,-9.80871,0.40775988,-0.006331808,-0.0009952437,0.9130667,-0.16010526,0.17962268,-0.0025824897
-0.00933764,0.0135855,-9.7894,0.4077709,-0.0063309283,-0.0009946348,0.9130618,-0.1601024,0.17962524,-0.0025822176
0.0136365,0.0186882,-9.81875,0.407784,-0.0063311695,-0.0009892579,0.91305596,-0.16009875,0.17962846,-0.0025833754
0.0213459,-0.00436163,-9.81502,0.40779787,-0.006331488,-0.0009919778,0.91304976,-0.16009478,0.179632,-0.002582967
-0.00247095,-0.00741198,-9.81317,0.40781218,-0.0063273725,-0.0009958674,0.9130434,-0.16009073,0.17963563,-0.0025803815
0.00660053,-0.0184022,-9.82061,0.40782115,-0.0063294326,-0.0009975723,0.9130393,-0.16008875,0.17963739,-0.0025809472
0.00368588,-0.0152378,-9.7993,0.40783504,-0.0063335607,-0.0009956121,0.9130331,-0.16008484,0.17964083,-0.0025831359
-0.00933097,-0.00219781,-9.80575,0.40784812,-0.006333122,-0.0010003403,0.9130273,-0.16008131,0.17964399,-0.002582001
-0.0131065,0.00926964,-9.8136,0.40785712,-0.006325912,-0.0010040903,0.9130233,-0.16007943,0.1796457,-0.0025780955
0.0195291,-0.0189331,-9.81937,0.40786898,-0.00632538,-0.00101229,0.913018,-0.16007642,0.1796484,-0.0025762368
0.00333535,-0.0128711,-9.79316,0.40788126,-0.006319604,-0.0010082406,0.91301256,-0.16007333,0.17965119,-0.0025744953
0.00378161,-0.015327,-9.82615,0.40789393,-0.006324739,-0.0010075798,0.91300684,-0.16007002,0.17965408,-0.0025768722
0.00583985,0.0157951,-9.80461,0.40790582,-0.006322737,-0.0010126996,0.91300154,-0.16006713,0.17965668,-0.0025749775
-0.0210042,0.0164856,-9.81755,0.40791804,-0.0063223005,-0.0010142901,0.9129961,-0.1600641,0.17965937,-0.0025744664
-0.00600219,-0.0135507,-9.82421,0.40793073,-0.0063216058,-0.0010221493,0.9129904,-0.16006096,0.1796622,-0.0025726035
0.00722576,-0.0182443,-9.81278,0.40794992,-0.0063267485,-0.0010276298,0.9129818,-0.16005525,0.17966725,-0.0025737605
0.0134763,0.00115657,-9.80723,0.407963,-0.0063214498,-0.00102692,0.912976,-0.16005208,0.17967011,-0.0025715693
-0.0170108,0.0102338,-9.80033,0.40797487,-0.006319948,-0.0010234597,0.9129707,-0.1600494,0.1796725,-0.00257159
-0.0273126,-0.00516725,-9.81386,0.40799406,-0.006318871,-0.0010217702,0.91296214,-0.16004387,0.1796774,-0.0025714342
-0.0150883,0.0104681,-9.79067,0.40801084,-0.0063170176,-0.0010225496,0.9129546,-0.16003935,0.17968144,-0.0025704554
0.0102863,-0.0011296,-9.8243,0.40802678,-0.0063184365,-0.0010194895,0.91294754,-0.16003518,0.17968512,-0.0025716727
0.00115472,0.00991391,-9.79594,0.408039,-0.00631981,-0.00102802,0.91294205,-0.16003253,0.17968749,-0.0025705884
-0.0137299,0.000203128,-9.80848,0.4080521,-0.0063189915,-0.0010224403,0.9129362,-0.16002959,0.17969008,-0.0025713274
-0.0157477,-0.00349031,-9.78404,0.4080672,-0.006318483,-0.0010203705,0.9129295,-0.1600259,0.17969336,-0.0025715062
-0.00680533,-0.017517,-9.8051,0.40808195,-0.0063173193,-0.0010143999,0.91292286,-0.16002238,0.17969647,-0.0025721684
-0.00914367,-0.00260351,-9.82213,0.40809298,-0.0063211895,-0.0010150699,0.9129179,-0.16002034,0.17969826,-0.0025737358
-0.00613789,0.027767,-9.77725,0.4081078,-0.0064183967,-0.0010708495,0.9129106,-0.16001625,0.17970142,-0.0026053735
-0.0158969,-0.0210061,-9.7995,0.46252722,-0.004370222,-0.0026342513,0.8865904,-0.14380948,0.18014684,-0.0013518423
-0.00801484,-0.0216537,-9.8266,0.4628678,-0.004373258,-0.002628289,0.8864126,-0.14367214,0.18026137,-0.0013534895
-0.0159708,-0.0346569,-9.81432,0.46321192,-0.0043734894,-0.0026221897,0.88623285,-0.14353375,0.18037784,-0.0013539767
-0.00203845,-0.00535369,-9.7969,0.463554,-0.00437109,-0.00262162,0.886054,-0.14339542,0.18049279,-0.0013523204
0.00526875,-0.0326626,-9.82266,0.463894,-0.00437438,-0.0026237702,0.885876,-0.14325829,0.18060789,-0.001352561
-0.019018,-0.0333405,-9.81535,0.46423122,-0.004371662,-0.0026173112,0.8856994,-0.14312156,0.18072121,-0.00135188
0.0190007,-0.0315831,-9.80428,0.46456712,-0.004371941,-0.0026122408,0.88552326,-0.14298512,0.1808341,-0.001352205
0.0095864,-0.0363865,-9.81954,0.4649042,-0.0043697017,-0.002609481,0.88534635,-0.1428487,0.1809481,-0.0013510396
0.014861,-0.0163159,-9.79433,0.46524513,-0.0043696514,-0.0026096907,0.88516724,-0.14270982,0.18106256,-0.0013502238
0.00816651,-0.011275,-9.81966,0.4655872,-0.004370322,-0.0026073612,0.88498735,-0.14257093,0.18117814,-0.0013501913
0.0018041,-0.0344327,-9.79643,0.46592602,-0.0043706503,-0.00261515,0.884809,-0.14243259,0.1812918,-0.001348113
-0.0091205,-0.0100154,-9.81655,0.46626082,-0.004371948,-0.002616569,0.88463265,-0.14229627,0.181405,-0.0013476533
0.000596465,-0.0318413,-9.80948,0.4666011,-0.004369081,-0.0026150907,0.88445324,-0.14215702,0.18151902,-0.0013459697
-0.0144791,-0.0212584,-9.82739,0.4669429,-0.004369939,-0.0026150094,0.8842728,-0.14201751,0.18163434,-0.0013455936
-0.00120071,-0.0195943,-9.80619,0.46728107,-0.0043679806,-0.0026158905,0.8840942,-0.14187889,0.18174753,-0.0013438559
-0.0228867,-0.00549542,-9.80729,0.46762392,-0.0043670293,-0.0026132397,0.88391286,-0.14173871,0.181863,-0.0013432052
0.00515015,-0.0192502,-9.79103,0.4679592,-0.004370682,-0.002612051,0.8837354,-0.14160103,0.1819751,-0.0013442296
0.00847357,-0.0160442,-9.81409,0.46829677,-0.004375828,-0.0026048687,0.88355654,-0.14146283,0.18208864,-0.0013470188
0.0198236,-0.0126798,-9.82897,0.46863982,-0.004374578,-0.002606859,0.88337463,-0.14132173,0.18220305,-0.0013453681
0.00379378,-0.00874344,-9.80814,0.4689832,-0.004373312,-0.0026047411,0.8831924,-0.14118092,0.18231831,-0.0013444956
0.011829,-0.0277405,-9.80752,0.46931982,-0.0043671182,-0.002601909,0.8830136,-0.14104235,0.18243043,-0.001341701
-0.000508692,-0.017098,-9.81372,0.46965596,-0.0043640896,-0.0025987297,0.8828349,-0.14090447,0.18254308,-0.0013403138
-0.00498186,-0.0246344,-9.82061,0.469994,-0.00436471,-0.00259498,0.882655,-0.1407651,0.18265544,-0.0013405625
0.0118502,-0.00181624,-9.81524,0.47033316,-0.0043698014,-0.0025925408,0.8824743,-0.14062579,0.18276884,-0.001342447
0.00235754,-0.00367558,-9.79624,0.47067106,-0.0043752505,-0.0025970503,0.8822941,-0.14048631,0.18288092,-0.0013431576
0.00814778,-0.0250459,-9.81969,0.47100374,-0.0043868674,-0.0025915985,0.8821165,-0.1403495,0.18299204,-0.0013483742
0.00415277,-0.00670022,-9.7974,0.47134313,-0.0043791714,-0.0025914307,0.88193524,-0.14020932,0.18310438,-0.0013444539
-0.00448336,-0.0267542,-9.8187,0.471682,-0.0043767104,-0.0025896502,0.88175404,-0.14006992,0.1832172,-0.0013430496
0.0287148,-0.0146241,-9.80883,0.47202283,-0.0043798084,-0.002586139,0.88157165,-0.13992895,0.18332975,-0.0013443007
-0.000941108,-0.00856156,-9.81882,0.47236276,-0.004383098,-0.0025861887,0.88138956,-0.13978885,0.18344273,-0.0013449597
0.0131047,-0.0216755,-9.82659,0.4726991,-0.0043798108,-0.0025929906,0.8812092,-0.13965015,0.18355449,-0.0013415731
0.0120087,-0.0220169,-9.817,0.47303617,-0.0043773116,-0.002589561,0.88102835,-0.13951056,0.1836655,-0.0013404695
0.0177085,-0.0394992,-9.81603,0.4733708,-0.004378318,-0.0025854488,0.8808486,-0.13937242,0.18377647,-0.0013409792
-0.00955144,-0.0330524,-9.79721,0.47370496,-0.0043816995,-0.0025839198,0.88066894,-0.13923387,0.18388635,-0.0013419864
-0.00210943,-0.0310909,-9.81022,0.47404182,-0.004381398,-0.002578079,0.8804877,-0.13909456,0.18399787,-0.0013422751
0.0144378,-0.0261365,-9.82102,0.4743751,-0.0043805307,-0.0025748606,0.88030815,-0.13895682,0.18410806,-0.0013418326
-0.00843579,-0.00438555,-9.82133,0.47471103,-0.0043790704,-0.0025686002,0.8801271,-0.13881719,0.18421824,-0.0013417146
-0.013272,-0.0119871,-9.80442,0.4750442,-0.0043768515,-0.0025645609,0.8799473,-0.13867927,0.18432823,-0.0013408642
-0.00315713,-0.031016,-9.81413,0.475378,-0.00437634,-0.00256247,0.879767,-0.13854092,0.18443836,-0.0013403522
0.00796995,-0.0287541,-9.81467,0.47571418,-0.0043798713,-0.002556901,0.8795853,-0.13840093,0.1845483,-0.0013421945
0.00132893,-0.0587609,-9.80375,0.4760483,-0.0043792427,-0.0025552616,0.87940454,-0.13826224,0.18465835,-0.001341544
0.0190544,-0.00516745,-9.81343,0.4763819,-0.004381849,-0.0025552595,0.8792238,-0.13812363,0.18476817,-0.0013419325
0.00901152,-0.0194794,-9.79211,0.47671512,-0.004384411,-0.0025592705,0.8790432,-0.13798462,0.18487689,-0.0013415205
0.00987519,-0.0120711,-9.82931,0.4770498,-0.0043813284,-0.002552859,0.8788616,-0.13784543,0.18498681,-0.0013407614
-0.00662968,-0.0218438,-9.81102,0.47738484,-0.0043837484,-0.0025513992,0.8786797,-0.13770595,0.18509677,-0.0013413473
0.0304793,-0.000677306,-9.82246,0.47772023,-0.004385522,-0.0025465111,0.8784974,-0.13756622,0.18520676,-0.0013423254
-0.0153565,0.00398726,-9.8132,0.47805274,-0.0043878676,-0.0025422885,0.8783165,-0.13742714,0.18531485,-0.0013434152
0.00222096,-0.0184903,-9.81257,0.47839072,-0.0043894975,-0.0025342284,0.87813246,-0.13728607,0.18542548,-0.0013449434
0.0021672,-0.0117023,-9.80132,0.47872,-0.0043861903,-0.0025286102,0.87795305,-0.13714866,0.18553324,-0.0013439514
-0.00361246,-0.011176,-9.81209,0.47906914,-0.004417201,-0.0025879107,0.87776226,-0.13700199,0.18564643,-0.0013446338
0.00972811,-0.0179576,-9.78744,0.47939786,-0.004420689,-0.0025829093,0.8775827,-0.13686456,0.18575385,-0.0013463541
-0.00910165,-0.020347,-9.80901,0.47973207,-0.0044222604,-0.0025830702,0.8774001,-0.13672473,0.18586291,-0.0013462544
-0.0229829,-0.0350921,-9.81734,0.48006108,-0.0044196406,-0.0025825903,0.87722015,-0.13658698,0.18597028,-0.0013445365
-0.011833,-0.0156577,-9.81029,0.48039395,-0.0044199494,-0.0025878397,0.8770379,-0.13644685,0.18607797,-0.0013429087
-0.0159744,-0.0361751,-9.82626,0.48073304,-0.0044185305,-0.0025761803,0.8768521,-0.13630459,0.18618828,-0.0013438528
-0.0343434,-0.0299432,-9.81791,0.48106304,-0.00442375,-0.00257781,0.8766711,-0.13616596,0.18629576,-0.001344994
0.0113632,-0.0230216,-9.8074,0.48139492,-0.0044215694,-0.0025755295,0.87648886,-0.13602646,0.18640374,-0.0013438009
0.0121543,-0.0051429,-9.80157,0.48172086,-0.004424679,-0.0025675592,0.87630975,-0.13588925,0.18650982,-0.0013459455
-0.0132043,-0.042073,-9.79921,0.48205698,-0.00442174,-0.0025585298,0.876125,-0.13574718,0.18661807,-0.0013457448
0.0161853,-0.0164894,-9.82251,0.48239106,-0.0044200304,-0.0025579603,0.8759411,-0.13560623,0.18672659,-0.0013444073
0.00273841,-0.0232155,-9.79909,0.4827231,-0.004414971,-0.0025593706,0.8757582,-0.13546613,0.18683434,-0.0013412861
0.00177008,-0.0351552,-9.82943,0.48305312,-0.004413381,-0.0025482706,0.8755762,-0.13532667,0.1869414,-0.0013420772
0.00736605,-0.017344,-9.81643,0.48338187,-0.004414069,-0.0025487794,0.87539476,-0.13518763,0.18704802,-0.001341541
0.00276221,-0.0067264,-9.80846,0.48371685,-0.0044166683,-0.0025491891,0.8752097,-0.13504528,0.18715562,-0.0013418031
0.0281505,-0.00512521,-9.8267,0.4840439,-0.0044208393,-0.0025532795,0.87502885,-0.13490663,0.18726161,-0.0013420171
0.0141849,-0.00500145,-9.79578,0.48437288,-0.004417589,-0.0025518693,0.87484676,-0.13476717,0.18736804,-0.0013402145
0.0115716,-0.0198397,-9.81817,0.48470807,-0.0044156704,-0.0025509205,0.87466115,-0.13462493,0.18747629,-0.0013388643
0.0102098,-0.0107389,-9.81298,0.4850381,-0.004415481,-0.0025455905,0.87447816,-0.13448478,0.18758288,-0.0013391136
0.0348639,-0.0131425,-9.83736,0.485361,-0.0044143,-0.0025416801,0.874299,-0.13434766,0.18768714,-0.001338688
0.00146103,-0.0207448,-9.82761,0.48569012,-0.0044108513,-0.0025440906,0.87411624,-0.13420716,0.18779244,-0.0013360478
-0.00244182,-0.0302254,-9.80167,0.48601878,-0.0044050277,-0.0025404387,0.87393355,-0.13406737,0.1878983,-0.0013336263
0.0291101,-0.00817081,-9.80955,0.486347,-0.00440857,-0.00253543,0.873751,-0.13392763,0.18800393,-0.0013353822
0.00739371,-0.0345689,-9.80968,0.48667786,-0.0044070487,-0.0025385793,0.87356675,-0.13378672,0.18811026,-0.001333406
0.001191,-0.0250443,-9.80293,0.48700398,-0.0044057197,-0.00253475,0.87338495,-0.13364767,0.1882151,-0.0013329055
0.0177423,-0.0170356,-9.81041,0.48733318,-0.004404742,-0.002536891,0.8732013,-0.13350734,0.1883207,-0.0013313617
0.0131884,-0.033572,-9.81211,0.48766384,-0.0044040685,-0.0025245592,0.8730167,-0.13336617,0.18842669,-0.00133282
0.00708543,-0.000660397,-9.80582,0.48799017,-0.0044115917,-0.0025208308,0.8728343,-0.13322683,0.18853123,-0.0013359948
0.00582211,-0.0250592,-9.80208,0.4883129,-0.004413179,-0.0025196795,0.87265384,-0.13308895,0.1886346,-0.0013361925
0.0162589,0.000596288,-9.80697,0.48863986,-0.004414869,-0.0025175093,0.8724708,-0.13294913,0.18873918,-0.0013366268
0.0378764,-0.0310899,-9.8095,0.4889668,-0.004411758,-0.002515089,0.87228763,-0.13280924,0.18884367,-0.0013351128
0.00414516,-0.00907933,-9.81749,0.48929405,-0.0044099004,-0.0025095204,0.8721041,-0.13266908,0.18894817,-0.0013347495
-0.00965218,0.00377344,-9.79257,0.48962516,-0.0044066114,-0.0025062608,0.87191826,-0.13252723,0.1890537,-0.0013333232
-0.00555772,-0.0178946,-9.7969,0.48995423,-0.004407452,-0.002513091,0.8717334,-0.13238554,0.18915774,-0.0013315966
-0.0199514,-0.0122616,-9.82207,0.49028593,-0.0044077495,-0.0025104696,0.87154686,-0.13224317,0.1892633,-0.0013315341
-0.00751424,-0.0142626,-9.80948,0.49061292,-0.004413029,-0.0025068496,0.87136286,-0.13210274,0.18936732,-0.0013337553
0.00464987,-0.0258517,-9.81551,0.49093595,-0.0044136397,-0.0025033297,0.8711809,-0.13196386,0.18947013,-0.001334022
-0.0144374,-0.0203074,-9.81711,0.491264,-0.0044130697,-0.0025062999,0.87099594,-0.13182276,0.18957432,-0.0013324855
0.0117286,-0.0278071,-9.83406,0.49159,-0.0044156797,-0.00250452,0.870812,-0.13168244,0.1896778,-0.0013332284
0.0272391,-0.0113609,-9.80785,0.49191713,-0.0044162213,-0.0024965508,0.8706272,-0.1315415,0.18978153,-0.0013343525
0.00213466,-0.0447799,-9.79173,0.4922387,-0.0044221273,-0.0024926085,0.8704455,-0.1314028,0.18988356,-0.0013369097
0.0207841,-0.0369118,-9.82165,0.49256417,-0.0044260914,-0.0024900408,0.8702613,-0.13126288,0.1899875,-0.00133838
0.00145965,-0.0259518,-9.77781,0.49288678,-0.004426808,-0.002486699,0.8700786,-0.13112351,0.19008969,-0.0013386569
-0.0133532,-0.0288951,-9.81156,0.49321094,-0.0044296295,-0.0024810699,0.8698949,-0.13098334,0.19019225,-0.0013402664
0.00812268,-0.0197492,-9.83247,0.49353388,-0.004429469,-0.0024807192,0.86971176,-0.13084371,0.19029431,-0.0013395762
-0.00666809,0.000507808,-9.82143,0.49386027,-0.0044304724,-0.0024784114,0.86952645,-0.13070236,0.19039738,-0.001339756
0.0100422,-0.00566578,-9.79245,0.49418616,-0.0044306116,-0.0024760508,0.8693413,-0.13056111,0.19050021,-0.0013395884
-0.0157453,-0.0302576,-9.81534,0.49450812,-0.004436731,-0.0024696204,0.8691582,-0.13042147,0.19060178,-0.0013427365
-0.00750841,-0.0136819,-9.815,0.49482998,-0.0044341,-0.00246406,0.868975,-0.13028187,0.1907032,-0.0013420774
0.00432474,-0.0292331,-9.81542,0.4951518,-0.0044375784,-0.002464059,0.86879164,-0.13014208,0.19080457,-0.0013428283
-0.0156667,-0.0235411,-9.80567,0.49539605,-0.00446751,-0.0025292602,0.86865205,-0.13003615,0.19088273,-0.0013415074
0.00387024,-0.00036502,-9.81699,0.49572086,-0.004459819,-0.0025294193,0.8684668,-0.12989487,0.19098486,-0.0013375696
0.0127617,-0.00290097,-9.809,0.4960429,-0.0044606794,-0.0025305296,0.86828285,-0.1297546,0.19108613,-0.0013369927
-0.0101898,-0.0287428,-9.80889,0.49636298,-0.0044563496,-0.00252621,0.8681,-0.1296152,0.19118665,-0.0013353713
